no,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,apartment_name,full_address_road,building_name,road_name,main_building_no,sub_building_no,postcode,latitude,longitude
253,2022-101602(1),아파트,2023-02-14,64,배당종결,2,718,459,537,75,20,12.11,3.66,84.0,25.41,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101602/48112_AUTO_146.jpg,서울 관악구 신림동 86-3,1162010200,1162064500,서울,관악구,신림동,86,3,,14,1407,청암두산위브센티움,서울 관악구 신림로 318,청암두산위브센티움,신림로,318,,08777,37.4826033513701,126.930385514755
254,2021-57499(1),아파트,2023-02-14,80,배당종결,2,1,1,945,70,2,12.11,3.66,134.83,40.79,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/57499/132417.jpg,서울 은평구 진관동 25,1138011400,1138069000,서울,은평구,진관동,25,,924동,3,303,은평뉴타운구파발,서울 은평구 진관3로 77,은평뉴타운 구파발,진관3로,77,,03301,37.6438624977627,126.920017019451
255,2022-1448(1),아파트,2023-02-14,64,배당종결,2,240,153,180,75,1,7.517,2.27,52.55,15.9,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/1448/195090.jpg,서울 은평구 대조동 6-19,1138010600,1138057000,서울,은평구,대조동,6,19,,2,203,,서울 은평구 통일로67길 8-10,,통일로67길,8,10,03396,37.6110273141137,126.927999249518
256,2022-52521(1),아파트,2023-02-14,64,배당종결,2,1,748,896,77,4,43.7734,13.24,84.8003,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/52521/191806.jpg,서울 서대문구 연희동 747,1141011700,1141061500,서울,서대문구,연희동,747,,105동,7,702,연희파크푸르지오,서울 서대문구 홍제천로 136,연희파크푸르지오,홍제천로,136,,03695,37.575684003261,126.928558106259
257,2022-107071(1),아파트,2023-02-14,64,배당종결,2,768,491,601,78,8,37.99,11.49,80.19,24.26,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/107071/56312_AUTO_176.jpg,서울 양천구 신월동 1029,1147010300,1147057000,서울,양천구,신월동,1029,,102동,3,303,신도신월1차아파트,서울 양천구 신월로20길 33,신도신월1차아파트,신월로20길,33,,08061,37.5180484528284,126.846439281936
258,2021-109011(1),아파트,2023-02-14,41,배당종결,4,610,249,255,42,1,41.1364,12.44,84.86,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109011/101938.jpg,서울 도봉구 쌍문동 158,1132010500,1132068100,서울,도봉구,쌍문동,158,,701동,1,102,쌍문한양7차아파트,서울 도봉구 해등로25길 41,한양7차아파트,해등로25길,41,,01433,37.6560145987519,127.033853936885
259,2019-108685(1),아파트,2023-02-09,80,배당종결,1,731,584,585,80,1,48.679,14.73,57.56,17.41,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2019/108685/230125.jpg,서울 영등포구 신길동 340-1,1156013200,1156067000,서울,영등포구,신길동,340,1,다동,2,7,,서울 영등포구 신길로23길 20,신미아파트,신길로23길,20,,07399,37.5013715554038,126.907244581408
260,2021-5635(1),아파트,2023-02-08,64,배당종결,2,507,324,355,70,1,36.07,10.91,128.5,38.87,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5635/75084.jpg,서울 구로구 개봉동 361-1,1153010700,1153076000,서울,구로구,개봉동,361,1,,4,402,개봉프라자,서울 구로구 개봉로3길 51,제일프라자,개봉로3길,51,,08353,37.4859700378148,126.853442613764
261,2021-1472(1),아파트,2023-02-07,80,배당종결,1,233,186,193,83,1,24.64,7.45,64.08,19.38,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1472/122289.jpg,서울 은평구 구산동 27-15,1138010500,1138056000,서울,은평구,구산동,27,15,,8,801,,서울 은평구 갈현로17나길 14,,갈현로17나길,14,,03429,37.61048520532,126.910153464534
262,2021-3164(1),아파트,2023-02-07,64,배당종결,2,850,544,620,73,2,40.497,12.25,86.22,26.08,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3164/37892_AUTO_35.jpg,서울 마포구 망원동 433-9,1144012300,1144070000,서울,마포구,망원동,433,9,,4,403,망원동미원2차아파트,서울 마포구 월드컵로29길 68,망원동2차미원아파트,월드컵로29길,68,,03959,37.5589179132829,126.902160953871
263,2022-54459(1),아파트,2023-02-07,80,배당종결,1,351,280,293,84,1,42.64,12.9,75.94,22.97,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/54459/195657.jpg,서울 서대문구 연희동 51-74,1141011700,1141061500,서울,서대문구,연희동,51,74,,4,501,로엠아트빌,서울 서대문구 연희로14길 62-13,로엠아트빌,연희로14길,62,13,03725,37.5669146870053,126.934909235455
264,2021-4468(1),아파트,2023-02-07,64,배당종결,2,888,568,621,70,4,52.29,15.82,68.86,20.83,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/4468/135361.jpg,서울 노원구 상계동 656,1135010500,1135070000,서울,노원구,상계동,656,,1115동,2,217,상계주공아파트,서울 노원구 동일로227길 85,상계주공11단지아파트,동일로227길,85,,01619,37.6656052314183,127.052650243619
265,2021-110685(1),아파트,2023-02-02,64,배당종결,2,1,1,1,64,1,45.03,13.62,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/110685/178657.jpg,서울 강남구 도곡동 961,1168011800,1168065500,서울,강남구,도곡동,961,,1동,3,305,현대아파트,서울 강남구 도곡로18길 34,현대아파트,도곡로18길,34,,06263,37.4889635443741,127.038017284005
266,2022-2187(1),아파트,2023-02-02,80,배당종결,1,3,3,3,83,1,70.52,21.33,137.1,41.47,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/2187/185673.jpg,서울 서초구 잠원동 70,1165010600,1165058000,서울,서초구,잠원동,70,,208동,4,402,신반포아파트,서울 서초구 잠원로 37-48,신반포4차아파트,잠원로,37,48,06511,37.5083533094199,127.005979601371
267,2022-101664(1),아파트,2023-02-02,64,배당종결,2,586,375,402,69,1,15.32,4.63,42.285,12.79,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101664/186472.jpg,서울 동작구 신대방동 707,1159010900,1159067000,서울,동작구,신대방동,707,,106동,13,1308,현대아파트,서울 동작구 여의대방로 28,현대아파트,여의대방로,28,,07064,37.4945653935954,126.912248369811
268,2022-990(1),아파트,2023-02-01,64,잔금납부,2,848,542,585,69,3,17.05,5.16,33.69,10.19,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/990/51224_AUTO_258.jpg,서울 종로구 홍파동 199,1111017900,1111058000,서울,종로구,홍파동,199,,213동,8,804,경희궁자이,서울 종로구 송월길 99,경희궁자이 2단지,송월길,99,,03165,37.5706961564115,126.963608594078
269,2021-3342(1),아파트,2023-02-01,64,배당종결,2,834,533,621,75,2,44.5,13.46,84.801,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/3342/124609.jpg,서울 노원구 중계동 599,1135010600,1135062400,서울,노원구,중계동,599,,101동,3,303,극동의푸른별2차아파트,서울 노원구 한글비석로14길 36,극동의푸른별 2차아파트,한글비석로14길,36,,01717,37.6588550742898,127.077350763596
270,2020-102748(1),아파트,2023-02-01,80,배당종결,1,601,480,509,85,1,50.34,15.23,74.22,22.45,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/102748/30562.jpg,서울 관악구 신림동 746-43,1162010200,1162076500,서울,관악구,신림동,746,43,가동,9,905,건영아파트,서울 관악구 문성로 74,건영아파트,문성로,74,,08863,37.4763139977688,126.912321719249
271,2021-627(1),아파트,2023-02-01,80,배당종결,1,2,1,2,86,2,38.268,11.58,84.9097,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/627/29742_AUTO_57.jpg,서울 강남구 역삼동 754-1,1168010100,1168065000,서울,강남구,역삼동,754,1,107동,3,301,역삼푸르지오,서울 강남구 언주로 332,역삼푸르지오아파트,언주로,332,,06216,37.4977533273856,127.046780606935
272,2022-101060(1),아파트,2023-02-01,64,배당종결,2,1,953,1,75,9,68.46,20.71,131.24,39.7,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101060/196079.jpg,서울 동작구 대방동 43-9,1159010800,1159066000,서울,동작구,대방동,43,9,,7,701,비전아파트,서울 동작구 등용로14길 40,비젼 아파트,등용로14길,40,,06932,37.5117543393136,126.933526925187
273,2022-102483(1),아파트,2023-02-01,64,배당종결,2,119,76,81,68,3,3.53,1.07,6.52,1.97,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/102483/194852.jpg,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,16동,12,1201,남산타운아파트,서울 중구 다산로 32,남산타운,다산로,32,,04595,37.5486807945139,127.008880476432
274,2022-106027(1),아파트,2023-02-01,80,배당종결,1,119,95,97,82,1,3.53,1.07,6.529,1.98,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106027/06849_01.png,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,16동,12,1201,남산타운아파트,서울 중구 다산로 32,남산타운,다산로,32,,04595,37.5486807945139,127.008880476432
275,2019-210(1),아파트,2023-02-01,2,배당종결,3,990,506,705,71,73,34.95,10.57,84.9,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2019/210/160492.jpg,서울 성북구 석관동 10,1129013900,1129081000,서울,성북구,석관동,10,,108동,25,2503,두산아파트,서울 성북구 화랑로48길 16,두산아파트,화랑로48길,16,,02780,37.6126556534515,127.068705662251
276,2021-101772(1),아파트,2023-02-01,64,배당종결,2,617,394,488,79,11,24.97,7.55,84.6,25.59,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/101772/05573_AUTO_111.jpg,서울 강북구 번동 204,1130510200,1130560800,서울,강북구,번동,204,,101동,14,1404,신원아파트,서울 강북구 월계로37길 87-5,,월계로37길,87,5,01226,37.6258177151975,127.043305343873
277,2021-106402(1),아파트,2023-01-31,80,배당종결,1,5,4,5,102,3,61.266,18.53,145.046,43.88,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/106402/165061.jpg,서울 강남구 삼성동 87,1168010500,1168058000,서울,강남구,삼성동,87,,사우스윙동,22,2202,아이파크삼성동,서울 강남구 영동대로 640,아이파크삼성,영동대로,640,,06080,37.5182872615614,127.059339817012
278,2021-110582(1),아파트,2023-01-31,64,배당종결,2,1,684,765,71,7,46.17,13.97,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110582/198946.jpg,서울 영등포구 문래동3가 95,1156012100,1156060500,서울,영등포구,문래동3가,95,,,1,103,문래동동원데쟈뷰,서울 영등포구 문래로20길 40,문래동동원데쟈뷰,문래로20길,40,,07295,37.517275296333,126.892003607134
279,2022-100391(1),아파트,2023-01-31,80,매각,1,455,364,380,84,1,25.67,7.77,79.54,24.06,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/100391/281526.jpg,서울 구로구 고척동 333,1153010600,1153073000,서울,구로구,고척동,333,,101동,2,205,하이리빙아파트,서울 구로구 고척로 238,하이리빙아파트,고척로,238,,08228,37.5061129512048,126.859468279007
280,2022-102178(1),아파트,2023-01-31,64,배당종결,2,650,416,501,77,4,25.67,7.77,59.76,18.08,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/102178/193426.jpg,서울 중랑구 묵동 13,1126010400,1126062000,서울,중랑구,묵동,13,,402동,5,504,신내아파트,서울 중랑구 숙선옹주로 85,신내4단지신내아파트,숙선옹주로,85,,02029,37.6164130659246,127.08487405604
281,2021-50847(1),아파트,2023-01-30,100,배당종결,0,1,1,1,123,1,51.76,15.66,218.49,66.09,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/50847/636351.jpg,서울 송파구 가락동 147-2,1171010700,1171063200,서울,송파구,가락동,147,2,,11,1101,가락동주상복합,서울 송파구 중대로 174,현대파크빌,중대로,174,,05824,37.4976630581386,127.12573814331
282,2022-51375(1),아파트,2023-01-17,100,배당종결,0,1,1,1,117,1,53.9719,16.33,130.93,39.61,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/51375/206893.jpg,서울 용산구 원효로1가 17-66,1117011200,1117056000,서울,용산구,원효로1가,17,66,,-1,비101,원효로1가 로얄카운티-3,서울 용산구 백범로79다길 35,로얄카운티-3,백범로79다길,35,,04314,37.5414766253549,126.966974030346
283,2021-1953(1),아파트,2023-01-17,2,배당종결,3,507,259,287,57,1,53.9719,16.33,42.5438,12.87,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg,서울 마포구 공덕동 11-174,1144010200,1144056500,서울,마포구,공덕동,11,174,,1,101,,서울 마포구 효창원로95길 35,,효창원로95길,35,,04185,37.5483508072471,126.961915004853
284,2021-55592(1),아파트,2023-01-17,8,배당종결,5,570,186,186,33,1,12.491,3.78,42.468,12.85,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/55592/159947.jpg,서울 마포구 연남동 573,1144012400,1144071000,서울,마포구,연남동,573,,101동,3,304,코오롱하늘채아파트,서울 마포구 연남로 30,코오롱하늘채아파트,연남로,30,,03976,37.5644996108505,126.920421359818
285,2022-50532(1),아파트,2023-01-17,64,배당종결,2,1,704,751,68,1,44.3,13.4,84.78,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/50532/189079.jpg,서울 서대문구 홍제동 453,1141011100,1141065500,서울,서대문구,홍제동,453,,107동,7,701,무악청구아파트,서울 서대문구 통일로 348,무악청구아파트,통일로,348,,03635,37.5819153538654,126.95204947944
286,2021-114041(1),아파트,2023-01-17,64,배당종결,2,850,544,660,78,5,55.365,16.75,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/114041/49111_AUTO_66.jpg,서울 구로구 천왕동 277,1153011100,1153078000,서울,구로구,천왕동,277,,501동,3,304,천왕이펜하우스5단지,서울 구로구 천왕로 10,천왕 이펜하우스 5단지,천왕로,10,,08365,37.4801493391284,126.84156915823
287,2022-682(1),아파트,2023-01-17,80,배당종결,1,1,1,1,82,1,35.57,10.76,92.56,28.0,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/682/153473.jpg,서울 영등포구 여의도동 37,1156011000,1156054000,서울,영등포구,여의도동,37,,에이동,11,1105,미성아파트,서울 영등포구 의사당대로 108,아일렉스,의사당대로,108,,07322,37.5204821824448,126.923972038897
288,2022-103840(1),아파트,2023-01-17,64,배당종결,2,165,105,115,70,1,12.35,3.74,38.25,11.57,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/103840/263992.jpg,서울 구로구 구로동 807-23,1153010200,1153055000,서울,구로구,구로동,807,23,,1,102,,서울 구로구 구로동로 82-13,,구로동로,82,13,08319,37.4866068597999,126.885947790907
289,2021-109172(1),아파트,2023-01-17,64,배당종결,2,75,48,53,71,2,3.652,1.1,6.685,2.02,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109172/209583.jpg,서울 도봉구 쌍문동 56,1132010500,1132067000,서울,도봉구,쌍문동,56,,113동,8,805,삼익세라믹아파트,서울 도봉구 해등로 169,삼익세라믹아파트,해등로,169,,01431,37.6575242550096,127.034882395018
290,2020-111513(1),아파트,2023-01-12,80,배당종결,1,4,3,3,86,4,94.6256,28.62,213.435,64.56,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/111513/244509.jpg,서울 강남구 삼성동 11,1168010500,1168059000,서울,강남구,삼성동,11,,110동,11,1102,롯데캐슬프레미어,서울 강남구 선릉로126길 22,롯데캐슬프레미어아파트,선릉로126길,22,,06092,37.5152740694001,127.04474442839
291,2021-1286(1),아파트,2023-01-12,64,배당종결,2,1,742,813,70,3,49.32,14.92,114.75,34.71,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/1286/48606_AUTO_472.jpg,서울 관악구 봉천동 1712,1162010100,1162056500,서울,관악구,봉천동,1712,,140동,6,604,관악드림타운,서울 관악구 성현로 80,관악드림타운아파트,성현로,80,,08725,37.489767905811,126.950619822698
292,2021-2821(1),아파트,2023-01-12,80,배당종결,1,4,3,4,92,10,119.98,36.29,244.66,74.01,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/2821/143925.jpg,서울 강남구 도곡동 462-2,1168011800,1168065600,서울,강남구,도곡동,462,2,,17,1701,로덴하우스웨스트빌리지,서울 강남구 남부순환로378길 11,도곡로덴하우스,남부순환로378길,11,,06297,37.4854795908144,127.046411249186
293,2021-102448(1),아파트,2023-01-12,80,배당종결,1,593,474,512,86,3,36.42,11.02,84.41,25.53,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/102448/245398.jpg,서울 중구 신당동 333-42,1114016200,1114064500,서울,중구,신당동,333,42,,1,103,진달래아파트,서울 중구 청구로3길 72,진달래아파트,청구로3길,72,,04591,37.5565615968244,127.014017747746
294,2022-100791(1),아파트,2023-01-12,64,배당종결,2,1,723,736,65,2,49.34,14.93,105.36,31.87,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/100791/151709.jpg,서울 관악구 신림동 1694,1162010200,1162066500,서울,관악구,신림동,1694,,110동,14,1403,신림현대아파트,서울 관악구 신림로29길 3-20,신림현대종합상가,신림로29길,3,20,08845,37.4749935380104,126.932280766666
295,2020-8248(1),아파트,2023-01-12,80,배당종결,1,1,1,1,80,2,51.45,15.56,162.21,49.07,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2020/8248/212898.jpg,서울 영등포구 당산동1가 16-1,1156011100,1156055000,서울,영등포구,당산동1가,16,1,102동,11,1103,진로아파트,서울 영등포구 당산로 68,진로아파트,당산로,68,,07292,37.5206528936117,126.896336466877
296,2021-6850(1),아파트,2023-01-12,64,배당종결,2,2,1,1,75,18,92.19,27.89,95.27,28.82,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6850/15700_AUTO_30.jpg,서울 양천구 목동 912,1147010200,1147055000,서울,양천구,목동,912,,523동,2,205,목동신시가지아파트,서울 양천구 목동동로 350,목동신시가지아파트5단지,목동동로,350,,07987,37.5341158028542,126.882083784433
297,2021-110240(2),아파트,2023-01-11,64,잔금납부,2,951,608,650,68,4,57.724,17.46,116.912,35.37,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/110240/192169.jpg,서울 강북구 미아동 1355,1130510100,1130554500,서울,강북구,미아동,1355,,101동,15,1505,미아한일유앤아이,서울 강북구 월계로21가길 41,미아한일유앤아이,월계로21가길,41,,01236,37.614985442801,127.036554784672
298,2021-3237(1),아파트,2023-01-11,2,배당종결,3,755,386,536,71,4,40.47,12.24,78.535,23.76,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/3237/39944_AUTO_138.jpg,서울 동작구 신대방동 565,1159010900,1159067000,서울,동작구,신대방동,565,,10동,3,302,우성아파트,서울 동작구 여의대방로 22,우성아파트,여의대방로,22,,07065,37.4923450045827,126.911834501109
299,2021-109425(1),아파트,2023-01-11,2,배당종결,3,1,646,861,68,18,55.2,16.7,119.49,36.15,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109425/414647.jpg,서울 관악구 신림동 1694,1162010200,1162066500,서울,관악구,신림동,1694,,103동,14,1405,신림현대아파트,서울 관악구 신림로29길 3-20,신림현대종합상가,신림로29길,3,20,08845,37.4749935380104,126.932280766666
300,2021-106715(1),아파트,2023-01-11,64,배당종결,2,1,659,685,67,3,42.54,12.87,84.843,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106715/123509.jpg,서울 성북구 장위동 317,1129013800,1129078000,서울,성북구,장위동,317,,108동,14,1405,꿈의숲대명루첸아파트,서울 성북구 월계로36길 27,꿈의숲대명루첸아파트,월계로36길,27,,02757,37.6205468770084,127.047001861835
301,2021-108605(1),아파트,2023-01-11,2,배당종결,3,74,38,52,70,11,3.652,1.1,6.685,2.02,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/108605/178179.jpg,서울 도봉구 쌍문동 56,1132010500,1132067000,서울,도봉구,쌍문동,56,,113동,8,805,삼익세라믹아파트,서울 도봉구 해등로 169,삼익세라믹아파트,해등로,169,,01431,37.6575242550096,127.034882395018
302,2021-109387(1),아파트,2023-01-11,41,배당종결,4,860,352,361,42,1,74.68,22.59,169.55,51.29,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109387/179671.jpg,서울 도봉구 쌍문동 159,1132010500,1132068100,서울,도봉구,쌍문동,159,,,4,401,대우파크빌,서울 도봉구 시루봉로2길 80,,시루봉로2길,80,,01435,37.6554186659673,127.032330466128
303,2021-4575(1),아파트,2023-01-10,64,배당종결,2,389,248,281,72,1,30.63,9.27,35.98,10.88,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/4575/193734.jpg,서울 관악구 봉천동 100-20,1162010100,1162057500,서울,관악구,봉천동,100,20,,7,701,더갤러리테라스,서울 관악구 행운5길 20,더갤러리테라스,행운5길,20,,08740,37.4820573917191,126.959237438241
304,2022-1283(1),아파트,2023-01-10,80,배당종결,1,1,1,1,82,4,34.8306,10.54,84.122,25.45,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1283/198084.jpg,서울 강남구 도곡동 543-7,1168011800,1168065500,서울,강남구,도곡동,543,7,101동,2,203,도곡1차아이파크,서울 강남구 도곡로28길 8,도곡1차 I PARK,도곡로28길,8,,06272,37.4922748332904,127.043511837517
305,2022-106157(1),아파트,2023-01-10,80,배당종결,1,3,2,3,89,3,57.75,17.47,118.63,35.89,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106157/00910_AUTO_21.jpg,서울 강남구 압구정동 397,1168011000,1168051000,서울,강남구,압구정동,397,,23동,3,302,미성아파트,서울 강남구 압구정로 113,미성아파트,압구정로,113,,06000,37.5239469817757,127.018254311656
306,2021-57062(1),아파트,2023-01-10,64,배당종결,2,1,928,1,74,1,119.806,36.24,134.43,40.67,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/57062/132573.jpg,서울 은평구 진관동 84,1138011400,1138069000,서울,은평구,진관동,84,,239동,8,801,은평뉴타운우물골,서울 은평구 진관2로 57-37,은평뉴타운우물골,진관2로,57,37,03306,37.6364404889972,126.928783214998
307,2022-1042(1),아파트,2023-01-10,2,배당종결,3,817,418,502,62,18,56.965,17.23,142.05,42.97,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/1042/218137.jpg,서울 은평구 역촌동 63-16,1138010800,1138062500,서울,은평구,역촌동,63,16,,5,503,뉴캐슬아파트,서울 은평구 연서로3가길 8,뉴캐슬아파트,연서로3가길,8,,03418,37.6031794445148,126.915022979101
308,2022-1165(1),아파트,2023-01-10,64,배당종결,2,980,627,705,72,7,45.254,13.69,84.9,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/1165/136035.jpg,서울 은평구 응암동 762,1138010700,1138058000,서울,은평구,응암동,762,,101동,8,802,녹번역센트레빌,서울 은평구 백련산로 160,녹번역센트레빌,백련산로,160,,03474,37.5986184438228,126.926703301824
309,2021-113369(1),아파트,2023-01-10,64,배당종결,2,1,1,1,68,1,66.305,20.06,134.88,40.8,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/113369/124046.jpg,서울 강서구 가양동 1459,1150010400,1150060300,서울,강서구,가양동,1459,,102동,13,1302,동신아파트,서울 강서구 강서로 532,"동신아파트,대아아파트",강서로,532,,07524,37.5721731420165,126.843356532019
310,2022-1364(1),아파트,2023-01-10,64,배당종결,2,840,537,540,64,1,60.71,18.36,146.03,44.17,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/1364/133172.jpg,서울 금천구 독산동 917-3,1154510200,1154564000,서울,금천구,독산동,917,3,,6,601,해찬아파트,서울 금천구 독산로70길 103-16,해찬아파트,독산로70길,103,16,08556,37.4691381176373,126.906717851452
311,2022-104065(1),아파트,2023-01-10,64,배당종결,2,409,261,327,80,6,10.85,3.28,31.73,9.6,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/104065/11269_AUTO_192.jpg,서울 영등포구 당산동2가 16-1,1156011200,1156055000,서울,영등포구,당산동2가,16,1,101동,6,610,대우아파트,서울 영등포구 영등포로 106,대우아파트,영등포로,106,,07291,37.5211689109638,126.893016993992
312,2021-104863(1),아파트,2023-01-10,64,매각,2,670,428,459,69,6,40.15,12.15,84.9,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104863/123467.jpg,서울 도봉구 쌍문동 59,1132010500,1132068100,서울,도봉구,쌍문동,59,,3동,12,1206,한양아파트,서울 도봉구 해등로 229,한양아파트,해등로,229,,01430,37.6569864317375,127.031453992625
313,2021-110585(1),아파트,2023-01-10,64,배당종결,2,960,614,645,67,2,49.33,14.92,79.07,23.92,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/110585/126034.jpg,서울 노원구 상계동 624,1135010500,1135070000,서울,노원구,상계동,624,,1612동,10,1008,상계주공아파트,서울 노원구 동일로227길 26,상계주공15단지아파트,동일로227길,26,,01618,37.6687833155991,127.053725187886
314,2022-173(1),아파트,2023-01-10,64,배당종결,2,803,513,586,73,5,19.79,5.99,59.76,18.08,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/173/17176_AUTO_169.jpg,서울 중랑구 중화동 450,1126010300,1126060000,서울,중랑구,중화동,450,,105동,7,701,한신아파트,서울 중랑구 동일로 752,중화한신아파트,동일로,752,,02095,37.5971495731568,127.081907230062
315,2022-100448(1),아파트,2023-01-10,64,배당종결,2,494,316,351,71,5,18.36,5.55,59.62,18.04,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/100448/125845.jpg,서울 중랑구 망우동 573,1126010500,1126065500,서울,중랑구,망우동,573,,101동,10,1006,신원아파트,서울 중랑구 망우로 504-7,신원아파트,망우로,504,7,02178,37.5999764620416,127.108459166081
316,2021-1906(1),아파트,2023-01-09,64,배당종결,2,1,800,812,65,3,22.77,6.89,119.7,36.21,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/1906/39428_AUTO_34.jpg,서울 강동구 천호동 450,1174010900,1174062000,서울,강동구,천호동,450,,,13,1301,강동상떼빌,서울 강동구 천호대로 1065,강동 상떼빌,천호대로,1065,,05336,37.5370222391811,127.130435922027
317,2021-53969(1),아파트,2023-01-09,64,배당종결,2,75,48,55,73,4,3.47,1.05,12.48,3.78,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/53969/626277.jpg,서울 광진구 화양동 110-37,1121510700,1121571000,서울,광진구,화양동,110,37,,8,902,화양타워,서울 광진구 능동로19길 47,화양타워,능동로19길,47,,05009,37.5470303133076,127.071171922451
318,2022-1845(1),아파트,2023-01-04,64,배당종결,2,1,972,1,76,5,33.33,10.08,84.77,25.64,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/1845/59250_AUTO_245.jpg,서울 양천구 신정동 1279,1147010100,1147063000,서울,양천구,신정동,1279,,105동,20,2009,목동현대아파트,서울 양천구 목동동로12길 60,목동현대아파트,목동동로12길,60,,08008,37.5203887008316,126.877235446867
319,2022-103352(1),아파트,2023-01-04,2,매각,3,658,336,461,70,24,38.807,11.74,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/103352/259854.jpg,서울 금천구 시흥동 1010,1154510300,1154568000,서울,금천구,시흥동,1010,,115동,20,2001,벽산아파트,서울 금천구 금하로 793,벽산아파트,금하로,793,,08655,37.451951295722,126.919034001866
