no,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,apartment_name,full_address_road,building_name,road_name,main_building_no,sub_building_no,postcode,latitude,longitude
320,2022-106108(1),아파트,2023-01-04,64,배당종결,2,800,512,541,68,2,39.97,12.09,84.9,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/106108/176782.jpg,서울 구로구 구로동 1257,1153010200,1153055000,서울,구로구,구로동,1257,,1동,1,103,럭키아파트,서울 구로구 도림로 107,럭키아파트,도림로,107,,08305,37.4920113656363,126.894070412809
321,2021-110295(1),아파트,2023-01-04,64,배당종결,2,698,446,481,69,2,18.614,5.63,84.56,25.58,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/110295/92387.jpg,서울 성북구 장위동 50-50,1129013800,1129077000,서울,성북구,장위동,50,50,,15,1502,장위동 동원베네스트,서울 성북구 화랑로 271,장위동 동원베네스트,화랑로,271,,02775,37.6121999174853,127.058722116267
322,2021-110578(1),아파트,2023-01-04,64,배당종결,2,775,496,550,71,1,41.43,12.53,59.2,17.91,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/110578/92349.jpg,서울 노원구 상계동 656,1135010500,1135070000,서울,노원구,상계동,656,,1113동,10,1006,상계주공아파트,서울 노원구 동일로227길 85,상계주공11단지아파트,동일로227길,85,,01619,37.6656052314183,127.052650243619
323,2022-797(1),아파트,2023-01-03,64,배당종결,2,746,477,550,74,7,34.63,10.48,84.618,25.6,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/797/161471.jpg,서울 은평구 구산동 547,1138010500,1138056000,서울,은평구,구산동,547,,101동,11,1104,갈현1단지이-편한세상아파트,서울 은평구 서오릉로21길 47,갈현1단지 e-편한세상아파트,서오릉로21길,47,,03427,37.6118777632825,126.906203021872
324,2022-51344(1),아파트,2023-01-03,80,배당종결,1,2,1,1,81,2,22.71,6.87,122.867,37.17,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/51344/143838.jpg,서울 마포구 서교동 490,1144012000,1144066000,서울,마포구,서교동,490,,101동,13,1305,메세나폴리스,서울 마포구 양화로 45,메세나폴리스,양화로,45,,04036,37.5507467154903,126.913768796333
325,2022-51801(1),아파트,2023-01-03,41,배당종결,4,520,212,228,44,3,36.825,11.14,98.49,29.79,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/51801/141476.jpg,서울 서대문구 홍은동 277-108,1141011800,1141068500,서울,서대문구,홍은동,277,108,,6,601,올림푸스,서울 서대문구 모래내로17안길 18,올림푸스,모래내로17안길,18,,03654,37.5821129648707,126.933670127882
326,2022-52569(1),아파트,2023-01-03,2,배당종결,3,706,361,394,56,4,42.55,12.87,63.53,19.22,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/52569/140622.jpg,서울 은평구 신사동 140-1,1138010900,1138063200,서울,은평구,신사동,140,1,1동,11,1105,미성아파트,서울 은평구 증산로15길 35,미성아파트 10동B상가,증산로15길,35,,03447,37.5894982225769,126.907778331354
327,2021-4253(1),아파트,2023-01-03,64,배당종결,2,535,342,375,70,3,20.0,6.05,59.77,18.08,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/4253/140839.jpg,서울 강북구 번동 470-1,1130510200,1130559500,서울,강북구,번동,470,1,101동,9,902,삼성아파트,서울 강북구 도봉로98길 33,삼성아파트,도봉로98길,33,,01056,37.6414389494623,127.031882975676
328,2021-6607(1),아파트,2022-12-21,64,배당종결,2,1,1,1,74,6,86.92,26.29,108.28,32.75,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6607/54046_AUTO_54.jpg,서울 양천구 신정동 329,1147010100,1147067000,서울,양천구,신정동,329,,1416동,3,303,목동신시가지아파트,서울 양천구 목동동로 130,목동신시가지아파트14단지,목동동로,130,,08018,37.5161909461632,126.870337507112
329,2021-100714(1),아파트,2022-12-21,80,매각,1,729,583,654,90,7,32.16,9.73,84.79,25.65,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/100714/162991.jpg,서울 영등포구 문래동5가 23-1,1156012300,1156060500,서울,영등포구,문래동5가,23,1,502동,8,803,문래현대5차아파트,서울 영등포구 선유서로9길 3,문래현대5차아파트,선유서로9길,3,,07284,37.5176134940523,126.883159021238
330,2021-114300(1),아파트,2022-12-21,64,배당종결,2,1,800,899,72,3,45.95,13.9,88.02,26.63,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/114300/154661.jpg,서울 영등포구 당산동3가 559,1156011300,1156055000,서울,영등포구,당산동3가,559,,103동,8,804,,서울 영등포구 당산로31길 32,당산동쌍용예가클래식,당산로31길,32,,07256,37.5275605475617,126.893636083906
331,2022-675(1),아파트,2022-12-21,100,배당종결,0,292,292,295,101,1,35.53,10.75,64.51,19.51,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/675/49964_AUTO_64.jpg,서울 금천구 시흥동 959-11,1154510300,1154569000,서울,금천구,시흥동,959,11,,1,101,,서울 금천구 시흥대로14길 29,백운스위트빌Ⅲ,시흥대로14길,29,,08653,37.4395359235939,126.905746887366
332,2022-102991(1),아파트,2022-12-21,80,배당종결,1,140,112,130,93,1,4.991,1.51,12.4,3.75,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/102991/53302_AUTO_75.jpg,서울 영등포구 영등포동1가 75-4,1156010200,1156053500,서울,영등포구,영등포동1가,75,4,,5,505,,서울 영등포구 경인로112길 4-7,메트로가든,경인로112길,4,7,07308,37.5177478970839,126.913479989374
333,2021-109623(1),아파트,2022-12-20,2,배당종결,3,838,429,482,58,2,29.25,8.85,76.24,23.06,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109623/93083.jpg,서울 서초구 서초동 1506-47,1165010800,1165053000,서울,서초구,서초동,1506,47,,1,101,,서울 서초구 명달로22길 79,블레스밸리,명달로22길,79,,06658,37.4879267853873,127.007361740853
334,2022-102469(1),아파트,2022-12-20,64,배당종결,2,1,663,715,69,2,35.16,10.64,114.12,34.52,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/102469/132957.jpg,서울 관악구 봉천동 1629-2,1162010100,1162058500,서울,관악구,봉천동,1629,2,,6,605,동아타운아파트,서울 관악구 봉천로 576,동아타운아파트,봉천로,576,,08792,37.4769457371125,126.961233032893
335,2021-559(1),아파트,2022-12-15,64,배당종결,2,480,307,312,65,1,22.58,6.83,54.17,16.39,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/559/294887.jpg,서울 서초구 양재동 6-14,1165010200,1165065100,서울,서초구,양재동,6,14,102동,2,201,,서울 서초구 논현로31길 24-14,드림팰리스,논현로31길,24,14,06741,37.4821179038131,127.041640073913
336,2021-3565(1),아파트,2022-12-15,80,배당종결,1,2,1,1,90,3,26.7157,8.08,49.619,15.01,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/3565/165721.jpg,서울 강남구 청담동 134-38,1168010400,1168056500,서울,강남구,청담동,134,38,101동,26,2603,청담자이아파트,서울 강남구 영동대로138길 12,청담자이아파트,영동대로138길,12,,06076,37.5236003613447,127.057196116303
337,2022-37(1),아파트,2022-12-15,64,배당종결,2,2,1,1,68,5,42.352,12.81,114.74,34.71,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/37/30291_AUTO_125.jpg,서울 서초구 방배동 2001,1165010100,1165062100,서울,서초구,방배동,2001,,202동,16,1601,방배2차현대홈타운,서울 서초구 서초대로1길 34,방배2차현대홈타운,서초대로1길,34,,06566,37.4906398184158,126.983719049162
338,2021-50627(4),아파트,2022-12-13,80,배당종결,1,338,270,300,89,5,21.934,6.64,62.55,18.92,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/50627/101983.jpg,서울 마포구 성산동 114-3,1144012500,1144072000,서울,마포구,성산동,114,3,,9,902,성일아파트,서울 마포구 월드컵북로 98,성산동 성일 APT,월드컵북로,98,,03978,37.56236880021,126.91480518259
339,2021-50627(6),아파트,2022-12-13,80,배당종결,1,269,215,233,87,3,17.832,5.39,50.85,15.38,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/50627/101983.jpg,서울 마포구 성산동 114-3,1144012500,1144072000,서울,마포구,성산동,114,3,,10,1002,성일아파트,서울 마포구 월드컵북로 98,성산동 성일 APT,월드컵북로,98,,03978,37.56236880021,126.91480518259
340,2022-101769(1),아파트,2022-12-13,64,잔금납부,2,372,238,259,70,1,14.84,4.49,57.67,17.45,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/101769/117426.jpg,서울 강서구 화곡동 915-26,1150010300,1150054000,서울,강서구,화곡동,915,26,,10,1001,한신베네스트아파트,서울 강서구 강서로7길 79,한신베네스트아파트,강서로7길,79,,07776,37.5290596557662,126.843330433231
341,2022-100982(1),아파트,2022-12-13,64,배당종결,2,942,602,631,67,5,17.953,5.43,84.76,25.64,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/100982/97741.jpg,서울 관악구 봉천동 856-1,1162010100,1162058500,서울,관악구,봉천동,856,1,,5,506,,서울 관악구 관악로 168,대우디오슈페리움2단지,관악로,168,,08788,37.4802678000181,126.953141656992
342,2021-52180(2),아파트,2022-12-13,80,배당종결,1,2,1,1,93,5,21.34,6.46,166.6,50.4,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52180/204545.jpg,서울 용산구 동자동 45,1117010700,1117053000,서울,용산구,동자동,45,,비동,32,3201,,서울 용산구 한강대로 372,센트레빌아스테리움서울,한강대로,372,,04323,37.5516713863735,126.973210049015
343,2022-51542(1),아파트,2022-12-13,64,배당종결,2,1,640,678,68,2,34.224,10.35,59.96,18.14,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/51542/98044.jpg,서울 서대문구 북가좌동 458,1141011900,1141072000,서울,서대문구,북가좌동,458,,105동,5,502,디엠씨아이파크아파트,서울 서대문구 거북골로14길 32,DMC아이파크아파트,거북골로14길,32,,03690,37.5763590042633,126.914680682658
344,2022-101363(1),아파트,2022-12-13,64,배당종결,2,332,212,231,70,1,17.12,5.18,45.53,13.77,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/101363/127933.jpg,서울 강서구 화곡동 917-5,1150010300,1150054000,서울,강서구,화곡동,917,5,102동,9,902,남광아파트,서울 강서구 곰달래로22길 18,남광아파트,곰달래로22길,18,,07776,37.529572641925,126.843909851588
345,2021-108896(1),아파트,2022-12-13,64,배당종결,2,803,513,583,73,6,30.599,9.26,79.248,23.97,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/108896/95761.jpg,서울 성북구 하월곡동 224,1129013600,1129072500,서울,성북구,하월곡동,224,,102동,8,801,샹그레빌아파트,서울 성북구 회기로5길 100,샹그레빌아파트,회기로5길,100,,02794,37.5964358866582,127.041393315971
346,2021-55019(1),아파트,2022-12-12,64,배당종결,2,391,250,301,77,4,14.9134,4.51,27.61,8.35,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/55019/592627.jpg,서울 강동구 천호동 44,1174010900,1174060000,서울,강동구,천호동,44,,,12,1213,금호아파트,서울 강동구 양재대로 1557,금호아파트,양재대로,1557,,05314,37.5448155610226,127.142188200886
347,2022-247(1),아파트,2022-12-06,2,배당종결,3,1,532,636,61,15,40.808,12.34,47.544,14.38,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/247/119726.jpg,서울 마포구 성산동 446,1144012500,1144073000,서울,마포구,성산동,446,,3동,4,402,성산시영아파트,서울 마포구 월드컵북로 233,성산시영아파트,월드컵북로,233,,03935,37.5721152959697,126.901892164797
348,2018-103058(1),아파트,2022-12-06,100,배당종결,0,575,575,666,116,1,43.9,13.28,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2019/A04/2018/103058/961730.jpg,서울 양천구 신정동 1306,1147010100,1147068000,서울,양천구,신정동,1306,,106동,2,203,세양청마루아파트,서울 양천구 목동남로2길 60-30,세양청마루아파트,목동남로2길,60,30,08105,37.5071533161833,126.863675809775
349,2021-111684(1),아파트,2022-12-06,64,배당종결,2,2,1,1,71,20,96.19,29.1,101.2,30.61,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/111684/158733.jpg,서울 양천구 목동 925,1147010200,1147051000,서울,양천구,목동,925,,722동,10,1004,목동신시가지아파트,서울 양천구 목동로 186,목동신시가지아파트7단지,목동로,186,,07993,37.5288232909409,126.867840519363
350,2020-2216(1),아파트,2022-12-05,80,배당종결,1,924,739,813,88,5,48.79,14.76,123.21,37.27,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2216/49243_AUTO_11.jpg,서울 강동구 암사동 516-2,1174010700,1174058000,서울,강동구,암사동,516,2,,7,702,,서울 강동구 선사로 138,한강리치팰리스,선사로,138,,05242,37.5507189433357,127.123833909857
351,2021-4384(1),아파트,2022-11-30,64,배당종결,2,1,1,1,64,1,82.16,24.85,189.86,57.43,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/4384/420316.jpg,서울 서초구 반포동 88-4,1165010700,1165058100,서울,서초구,반포동,88,4,,1,101,,서울 서초구 사평대로26길 112,서래 아르드빌,사평대로26길,112,,06580,37.4951789437519,126.998510253102
352,2019-106415(1),아파트,2022-11-30,64,배당종결,2,571,365,457,80,7,30.086,9.1,59.88,18.11,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2019/106415/96069.jpg,서울 강북구 수유동 730,1130510300,1130562500,서울,강북구,수유동,730,,101동,1,101,래미안수유아파트,서울 강북구 한천로 1121,수유삼성아파트,한천로,1121,,01040,37.6447576270981,127.018385246533
353,2020-110380(1),아파트,2022-11-29,64,배당종결,2,1,793,815,66,2,61.08,18.48,114.86,34.75,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2020/110380/149442.jpg,서울 성북구 삼선동2가 420,1129011200,1129055500,서울,성북구,삼선동2가,420,,101동,8,804,삼선현대힐스테이트,서울 성북구 낙산길 243-15,삼선현대힐스테이트,낙산길,243,15,02875,37.5826745602455,127.014413798749
354,2019-100325(1),아파트,2022-11-23,100,배당종결,0,249,249,317,128,6,26.65,8.06,51.91,15.7,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2019/100325/82664.jpg,서울 도봉구 방학동 507,1132010600,1132071000,서울,도봉구,방학동,507,,203동,4,403,우성아파트,서울 도봉구 해등로 286-5,우성1차아파트,해등로,286,5,01364,37.6580383072687,127.023857206994
355,2021-108568(1),아파트,2022-11-23,64,배당종결,2,937,599,632,68,6,35.32,10.68,73.92,22.36,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/108568/82377.jpg,서울 도봉구 창동 45,1132010700,1132051100,서울,도봉구,창동,45,,103동,20,2003,삼성아파트,서울 도봉구 노해로66길 21,삼성아파트,노해로66길,21,,01422,37.6490832554147,127.04854019084
356,2021-6935(1),아파트,2022-11-15,80,배당종결,1,1,1,1,80,1,54.509,16.49,114.98,34.78,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6935/129310.jpg,서울 강서구 화곡동 1159,1150010300,1150061500,서울,강서구,화곡동,1159,,135동,7,701,,서울 강서구 강서로 266,우장산아이파크이편한세상아파트,강서로,266,,07691,37.5493547358614,126.838765589968
357,2021-51734(1),아파트,2022-11-14,80,배당종결,1,441,352,361,82,1,17.67,5.35,38.091,11.52,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/51734/11305_AUTO_160.jpg,서울 강동구 암사동 413,1174010700,1174057000,서울,강동구,암사동,413,,114동,9,902,,서울 강동구 고덕로 130,프라이어팰리스,고덕로,130,,05256,37.5535270917359,127.139500544208
358,2020-100339(1),아파트,2022-11-10,80,배당종결,1,2,2,2,87,2,70.523,21.33,137.1,41.47,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2020/100339/58435.jpg,서울 서초구 잠원동 70,1165010600,1165058000,서울,서초구,잠원동,70,,210동,3,303,신반포아파트,서울 서초구 잠원로 37-48,신반포4차아파트,잠원로,37,48,06511,37.5083533094199,127.005979601371
359,2021-2814(1),아파트,2022-11-10,64,배당종결,2,1,1,1,76,12,60.536,18.31,114.88,34.75,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/2814/07513_AUTO_35.jpg,서울 중구 신당동 844,1114016200,1114063500,서울,중구,신당동,844,,12동,5,501,남산타운아파트,서울 중구 다산로 32,남산타운,다산로,32,,04595,37.5486807945139,127.008880476432
360,2021-103717(1),아파트,2022-11-10,64,배당종결,2,936,599,600,64,1,19.6972,5.96,45.988,13.91,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/103717/159261.jpg,서울 강남구 청담동 10,1168010400,1168056500,서울,강남구,청담동,10,,101동,11,1111,삼환아파트,서울 강남구 학동로77길 49,삼환아파트,학동로77길,49,,06067,37.52158349716,127.047581340926
361,2021-109210(1),아파트,2022-11-10,64,배당종결,2,1,665,721,69,7,34.475,10.43,84.79,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109210/190566.jpg,서울 관악구 신림동 1730,1162010200,1162076500,서울,관악구,신림동,1730,,121동,3,303,신림푸르지오아파트,서울 관악구 남부순환로 1430,신림푸르지오아파트,남부순환로,1430,,08770,37.4791218767665,126.910484296891
362,2021-50627(2),아파트,2022-11-08,100,배당종결,1,401,401,721,69,7,26.037,7.88,74.25,22.46,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/50627/101983.jpg,서울 마포구 성산동 114-3,1144012500,1144072000,서울,마포구,성산동,114,3,,8,802,성일아파트,서울 마포구 월드컵북로 98,성산동 성일 APT,월드컵북로,98,,03978,37.56236880021,126.91480518259
363,2021-50627(5),아파트,2022-11-08,100,배당종결,0,269,269,286,107,1,17.832,5.39,50.85,15.38,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/50627/101983.jpg,서울 마포구 성산동 114-3,1144012500,1144072000,서울,마포구,성산동,114,3,,10,1001,성일아파트,서울 마포구 월드컵북로 98,성산동 성일 APT,월드컵북로,98,,03978,37.56236880021,126.91480518259
364,2021-4353(1),아파트,2022-11-08,80,배당종결,1,2,1,1,80,1,24.45,7.4,149.63,45.26,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/4353/22943_AUTO_46.jpg,서울 동작구 사당동 147-29,1159010700,1159062000,서울,동작구,사당동,147,29,101동,18,1803,,서울 동작구 사당로 300,이수자이,사당로,300,,07013,37.4845094704963,126.980303177741
